Type,Product,Started Date,Completed Date,Description,Amount,Fee,Currency,State,Balance
Card Payment,Current,2025-10-04 12:40:24,2025-10-05 16:06:15,Mega Image,-10.74,0.00,RON,COMPLETED,34.32
Topup,Current,2025-10-05 18:43:38,2025-10-05 18:43:40,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,94.32
Transfer,Current,2025-10-05 18:44:00,2025-10-05 18:44:01,Revolut Bank UAB Vilnius Sucursala București,-7.00,0.00,RON,COMPLETED,87.32
Transfer,Current,2025-10-05 18:51:24,2025-10-05 18:51:24,Revolut Bank UAB Vilnius Sucursala București,1.00,0.00,RON,COMPLETED,88.32
Topup,Current,2025-10-08 20:36:15,2025-10-08 20:36:17,Apple Pay top-up by *1781,100.00,0.00,RON,COMPLETED,188.32
Transfer,Current,2025-10-08 20:36:52,2025-10-08 20:36:53,Revolut Bank UAB Vilnius Sucursala București,1.00,0.00,RON,COMPLETED,189.32
Card Payment,Current,2025-10-08 20:38:34,2025-10-09 07:33:51,Stay Fit Gym,-189.00,0.00,RON,COMPLETED,0.32
Transfer,Current,2025-10-09 15:58:18,2025-10-09 15:58:18,Revolut Bank UAB Vilnius Sucursala București,24.00,0.00,RON,COMPLETED,24.32
Transfer,Current,2025-10-09 20:11:56,2025-10-09 20:11:56,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,124.32
Transfer,Current,2025-10-11 03:40:08,2025-10-11 03:40:09,Revolut Bank UAB Vilnius Sucursala București,35.00,0.00,RON,COMPLETED,159.32
Transfer,Current,2025-10-11 03:48:16,2025-10-11 03:48:16,Revolut Bank UAB Vilnius Sucursala București,-4.91,0.00,RON,COMPLETED,154.41
Card Payment,Current,2025-10-10 22:49:46,2025-10-11 07:18:07,Mega Image,-34.41,0.00,RON,COMPLETED,120.00
Card Payment,Current,2025-10-10 11:37:00,2025-10-11 07:21:32,Trading M2b,-24.00,0.00,RON,COMPLETED,96.00
Card Payment,Current,2025-10-11 03:47:18,2025-10-11 20:01:08,Alex Fresh Food,-34.00,0.00,RON,COMPLETED,62.00
Topup,Current,2025-10-11 20:47:44,2025-10-11 20:47:46,Apple Pay top-up by *1781,60.00,0.00,RON,COMPLETED,122.00
Transfer,Current,2025-10-11 20:47:56,2025-10-11 20:47:56,Revolut Bank UAB Vilnius Sucursala București,-35.00,0.00,RON,COMPLETED,87.00
Card Payment,Current,2025-10-11 01:03:52,2025-10-12 07:18:15,Apollo 111,-19.00,0.00,RON,COMPLETED,68.00
Card Payment,Current,2025-10-11 00:42:02,2025-10-12 07:18:21,Apollo 111,-19.00,0.00,RON,COMPLETED,49.00
Transfer,Current,2025-10-12 12:34:01,2025-10-12 12:34:02,Revolut Bank UAB Vilnius Sucursala București,-16.00,0.00,RON,COMPLETED,33.00
Card Payment,Current,2025-10-12 11:46:58,2025-10-13 07:19:50,Carrefour,-6.59,0.00,RON,COMPLETED,26.41
Card Payment,Current,2025-10-11 02:53:10,2025-10-14 04:37:26,Eurostil Market,-24.00,0.00,RON,COMPLETED,2.41
Transfer,Current,2025-10-17 22:39:54,2025-10-17 22:39:55,Revolut Bank UAB Vilnius Sucursala București,56.00,0.00,RON,COMPLETED,58.41
Transfer,Current,2025-10-18 12:35:22,2025-10-18 12:35:22,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,34.41
Card Payment,Current,2025-10-18 14:36:35,2025-10-19 07:08:31,Issa Supermarket,-6.59,0.00,RON,COMPLETED,27.82
Transfer,Current,2025-10-19 17:02:25,2025-10-19 17:02:25,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,127.82
Card Payment,Current,2025-10-20 07:58:49,2025-10-21 17:57:07,PENNY,-24.00,0.00,RON,COMPLETED,103.82
Card Payment,Current,2025-10-21 18:05:52,2025-10-22 07:15:40,Curcubeului Market,-24.00,0.00,RON,COMPLETED,79.82
Transfer,Current,2025-10-22 08:28:29,2025-10-22 08:28:30,Revolut Bank UAB Vilnius Sucursala București,-15.00,0.00,RON,COMPLETED,64.82
Card Payment,Current,2025-10-22 18:16:11,2025-10-23 07:27:54,Alecia StilFrutti,-24.00,0.00,RON,COMPLETED,40.82
Transfer,Current,2025-10-23 22:13:30,2025-10-23 22:13:30,Revolut Bank UAB Vilnius Sucursala București,-6.00,0.00,RON,COMPLETED,34.82
Transfer,Current,2025-10-23 22:44:17,2025-10-23 22:44:17,Revolut Bank UAB Vilnius Sucursala București,-25.00,0.00,RON,COMPLETED,9.82
Card Payment,Current,2025-10-23 15:09:43,2025-10-24 11:55:22,Fast Vending Solution,-6.00,0.00,RON,COMPLETED,3.82
Card Payment,Current,2025-10-23 21:25:15,2025-10-25 04:40:11,STB Bucuresti,-3.00,0.00,RON,COMPLETED,0.82
Transfer,Current,2025-10-25 16:12:55,2025-10-25 16:12:56,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,100.82
Transfer,Current,2025-10-25 16:13:42,2025-10-25 16:13:43,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,200.82
Transfer,Current,2025-10-25 17:02:05,2025-10-25 17:02:06,Revolut Bank UAB Vilnius Sucursala București,10.00,0.00,RON,COMPLETED,210.82
Transfer,Current,2025-10-25 19:48:20,2025-10-25 19:48:20,Revolut Bank UAB Vilnius Sucursala București,98.00,0.00,RON,COMPLETED,308.82
Transfer,Current,2025-10-25 23:31:49,2025-10-25 23:31:50,Revolut Bank UAB Vilnius Sucursala București,-30.00,0.00,RON,COMPLETED,278.82
Transfer,Current,2025-10-26 04:20:38,2025-10-26 04:20:38,Revolut Bank UAB Vilnius Sucursala București,-7.00,0.00,RON,COMPLETED,271.82
Card Payment,Current,2025-10-26 02:45:52,2025-10-26 09:35:04,Limoncello Club,-25.00,0.00,RON,COMPLETED,246.82
Card Payment,Current,2025-10-26 04:24:15,2025-10-27 03:30:38,Arabian Taste,-32.00,0.00,RON,COMPLETED,214.82
Card Payment,Current,2025-10-26 19:53:13,2025-10-27 05:53:32,Mega Image,-21.27,0.00,RON,COMPLETED,193.55
Card Payment,Current,2025-10-26 02:15:05,2025-10-27 10:10:36,Beluga Music & Cocktails,-40.00,0.00,RON,COMPLETED,153.55
Card Payment,Current,2025-10-26 15:14:15,2025-10-28 03:12:20,Metrorex,-5.00,0.00,RON,COMPLETED,148.55
Card Payment,Current,2025-10-27 19:20:44,2025-10-28 05:36:04,MOL,-23.99,0.00,RON,COMPLETED,124.56
Card Payment,Current,2025-10-27 19:55:40,2025-10-28 17:57:15,PENNY,-3.65,0.00,RON,COMPLETED,120.91
Card Payment,Current,2025-10-29 11:06:29,2025-10-30 06:08:09,Standard Food,-9.18,0.00,RON,COMPLETED,111.73
Card Payment,Current,2025-10-29 13:12:42,2025-10-30 10:41:27,Fast Vending Solution,-6.00,0.00,RON,COMPLETED,105.73
Transfer,Current,2025-10-30 22:14:36,2025-10-30 22:14:36,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,205.73
Transfer,Current,2025-10-30 22:19:28,2025-10-30 22:19:28,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,305.73
Card Payment,Current,2025-10-29 10:46:08,2025-10-31 03:19:32,STB Bucuresti,-3.00,0.00,RON,COMPLETED,302.73
Card Payment,Current,2025-10-30 12:23:27,2025-10-31 06:23:58,Carrefour,-3.69,0.00,RON,COMPLETED,299.04
Transfer,Current,2025-10-31 21:48:06,2025-10-31 21:48:06,Revolut Bank UAB Vilnius Sucursala București,-41.00,0.00,RON,COMPLETED,258.04
Transfer,Current,2025-11-01 02:23:53,2025-11-01 02:23:54,Revolut Bank UAB Vilnius Sucursala București,-20.00,0.00,RON,COMPLETED,238.04
Transfer,Current,2025-11-01 15:20:37,2025-11-01 15:20:38,Revolut Bank UAB Vilnius Sucursala București,-4.00,0.00,RON,COMPLETED,234.04
Transfer,Current,2025-11-02 01:01:40,2025-11-02 01:01:40,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,249.04
Transfer,Current,2025-11-02 01:01:42,2025-11-02 01:01:43,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,264.04
Transfer,Current,2025-11-02 01:02:09,2025-11-02 01:02:10,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,279.04
Card Payment,Current,2025-11-01 01:28:53,2025-11-02 05:43:19,Smart Vending Solutions,-6.00,0.00,RON,COMPLETED,273.04
Card Payment,Current,2025-11-02 00:22:48,2025-11-02 05:47:02,MOL,-26.18,0.00,RON,COMPLETED,246.86
Card Payment,Current,2025-11-02 01:12:14,2025-11-03 11:02:24,OMV,-50.41,0.00,RON,COMPLETED,196.45
Transfer,Current,2025-11-03 12:35:29,2025-11-03 12:35:30,Revolut Bank UAB Vilnius Sucursala București,-22.00,0.00,RON,COMPLETED,174.45
Card Payment,Current,2025-10-31 16:02:59,2025-11-04 04:46:05,STB Bucuresti,-3.00,0.00,RON,COMPLETED,171.45
Transfer,Current,2025-11-04 11:02:17,2025-11-04 11:02:17,Revolut Bank UAB Vilnius Sucursala București,-6.50,0.00,RON,COMPLETED,164.95
Transfer,Current,2025-11-05 12:56:15,2025-11-05 12:56:16,Revolut Bank UAB Vilnius Sucursala București,4.01,0.00,RON,COMPLETED,168.96
Transfer,Current,2025-11-07 14:20:27,2025-11-07 14:20:28,Revolut Bank UAB Vilnius Sucursala București,60.00,0.00,RON,COMPLETED,228.96
Transfer,Current,2025-11-07 19:02:20,2025-11-07 19:02:21,Revolut Bank UAB Vilnius Sucursala București,-24.00,0.00,RON,COMPLETED,204.96
Card Payment,Current,2025-11-07 14:25:39,2025-11-08 12:47:54,Petrom,-200.23,0.00,RON,COMPLETED,4.73
Transfer,Current,2025-11-08 15:03:43,2025-11-08 15:03:44,Revolut Bank UAB Vilnius Sucursala București,-4.00,0.00,RON,COMPLETED,0.73
Transfer,Current,2025-11-08 23:52:47,2025-11-08 23:52:48,Revolut Bank UAB Vilnius Sucursala București,9.00,0.00,RON,COMPLETED,9.73
Transfer,Current,2025-11-10 14:54:32,2025-11-10 14:54:33,Revolut Bank UAB Vilnius Sucursala București,-9.00,0.00,RON,COMPLETED,0.73
Transfer,Current,2025-11-10 16:14:43,2025-11-10 16:14:43,Revolut Bank UAB Vilnius Sucursala București,40.00,0.00,RON,COMPLETED,40.73
Transfer,Current,2025-11-10 20:32:32,2025-11-10 20:32:32,Revolut Bank UAB Vilnius Sucursala București,0.27,0.00,RON,COMPLETED,41.00
Topup,Current,2025-11-10 22:09:54,2025-11-10 22:09:56,Apple Pay top-up by *6660,200.00,0.00,RON,COMPLETED,241.00
Card Payment,Current,2025-11-10 16:15:19,2025-11-11 05:04:14,Trading M2b,-7.00,0.00,RON,COMPLETED,234.00
Card Payment,Current,2025-11-10 20:45:18,2025-11-11 07:39:50,Mega Image,-24.00,0.00,RON,COMPLETED,210.00
Card Payment,Current,2025-11-11 06:12:33,2025-11-11 17:04:51,Stay Fit Gym,-189.00,0.00,RON,COMPLETED,21.00
Card Payment,Current,2025-11-11 12:24:20,2025-11-12 04:25:54,Trading M2b,-10.00,0.00,RON,COMPLETED,11.00
Card Payment,Current,2025-11-10 19:53:44,2025-11-12 04:31:34,Metrorex,-10.00,0.00,RON,COMPLETED,1.00
Transfer,Current,2025-11-12 09:55:29,2025-11-12 09:55:30,Revolut Bank UAB Vilnius Sucursala București,8.00,0.00,RON,COMPLETED,9.00
Transfer,Current,2025-11-12 09:55:33,2025-11-12 09:55:34,Revolut Bank UAB Vilnius Sucursala București,2.00,0.00,RON,COMPLETED,11.00
Card Payment,Current,2025-11-12 10:35:16,2025-11-13 12:02:17,Fast Vending Solution,-6.00,0.00,RON,COMPLETED,5.00
Transfer,Current,2025-11-13 17:42:51,2025-11-13 17:42:52,Revolut Bank UAB Vilnius Sucursala București,-5.00,0.00,RON,COMPLETED,0.00
Transfer,Current,2025-11-15 18:00:52,2025-11-15 18:00:52,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,100.00
Card Payment,Current,2025-11-16 10:35:04,2025-11-17 07:31:33,Gloria Jean's Coffees,-21.00,0.00,RON,COMPLETED,79.00
Transfer,Current,2025-11-17 12:26:57,2025-11-17 12:26:58,Revolut Bank UAB Vilnius Sucursala București,-2.00,0.00,RON,COMPLETED,77.00
Card Payment,Current,2025-11-16 13:16:47,2025-11-17 16:16:00,Carul Cu Kustos,-20.00,0.00,RON,COMPLETED,57.00
Card Payment,Current,2025-11-17 13:30:50,2025-11-18 04:41:09,Trading M2b,-7.00,0.00,RON,COMPLETED,50.00
Card Payment,Current,2025-11-17 08:19:22,2025-11-18 04:41:12,Trei Amigos Together Srl,-8.00,0.00,RON,COMPLETED,42.00
Card Payment,Current,2025-11-17 16:05:23,2025-11-18 07:34:48,DMD Coffee & Vending,-4.00,0.00,RON,COMPLETED,38.00
Card Payment,Current,2025-11-17 16:03:10,2025-11-18 07:34:52,DMD Coffee & Vending,-4.00,0.00,RON,COMPLETED,34.00
Transfer,Current,2025-11-18 09:10:14,2025-11-18 09:10:14,Revolut Bank UAB Vilnius Sucursala București,11.00,0.00,RON,COMPLETED,45.00
Transfer,Current,2025-11-18 09:10:20,2025-11-18 09:10:21,Revolut Bank UAB Vilnius Sucursala București,2.00,0.00,RON,COMPLETED,47.00
Card Payment,Current,2025-11-17 12:40:10,2025-11-19 04:56:20,Universitatea POLITEHNICA din București,-21.50,0.00,RON,COMPLETED,25.50
Card Payment,Current,2025-11-18 19:30:57,2025-11-19 07:15:46,Lidl,-5.38,0.00,RON,COMPLETED,20.12
Card Payment,Current,2025-11-18 21:44:57,2025-11-19 07:17:14,Carrefour,-4.09,0.00,RON,COMPLETED,16.03
Card Payment,Current,2025-11-19 13:07:57,2025-11-20 07:29:16,Nova prompt,-3.50,0.00,RON,COMPLETED,12.53
Transfer,Current,2025-11-20 13:43:57,2025-11-20 13:43:58,Revolut Bank UAB Vilnius Sucursala București,2.00,0.00,RON,COMPLETED,14.53
Transfer,Current,2025-11-20 16:36:02,2025-11-20 16:36:02,Revolut Bank UAB Vilnius Sucursala București,18.00,0.00,RON,COMPLETED,32.53
Card Payment,Current,2025-11-20 16:07:05,2025-11-21 07:16:18,DMD Coffee & Vending,-3.00,0.00,RON,COMPLETED,29.53
Transfer,Current,2025-11-21 19:18:49,2025-11-21 19:18:49,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,129.53
Card Payment,Current,2025-11-21 21:15:54,2025-11-22 07:18:44,Mega Image,-17.49,0.00,RON,COMPLETED,112.04
Card Payment,Current,2025-11-21 21:19:27,2025-11-22 07:18:45,Mega Image,-10.98,0.00,RON,COMPLETED,101.06
Card Payment,Current,2025-11-21 20:28:56,2025-11-22 07:20:18,Carrefour,-3.69,0.00,RON,COMPLETED,97.37
Card Payment,Current,2025-11-22 10:00:23,2025-11-23 06:55:00,AIO Supermarket,-20.50,0.00,RON,COMPLETED,76.87
Card Payment,Current,2025-11-22 10:08:05,2025-11-23 06:55:42,Gloria Jean's Coffees,-23.50,0.00,RON,COMPLETED,53.37
Transfer,Current,2025-11-23 19:42:26,2025-11-23 19:42:27,Revolut Bank UAB Vilnius Sucursala București,-8.00,0.00,RON,COMPLETED,45.37
Card Payment,Current,2025-11-23 00:11:02,2025-11-24 04:41:28,Mega Image,-24.00,0.00,RON,COMPLETED,21.37
Transfer,Current,2025-11-24 10:23:59,2025-11-24 10:23:59,Revolut Bank UAB Vilnius Sucursala București,4.00,0.00,RON,COMPLETED,25.37
Transfer,Current,2025-11-24 15:02:07,2025-11-24 15:02:08,Revolut Bank UAB Vilnius Sucursala București,-4.00,0.00,RON,COMPLETED,21.37
Transfer,Current,2025-11-24 15:03:38,2025-11-24 15:03:39,Revolut Bank UAB Vilnius Sucursala București,4.00,0.00,RON,COMPLETED,25.37
Card Payment,Current,2025-11-24 08:22:05,2025-11-25 07:47:18,DMD Coffee & Vending,-3.00,0.00,RON,COMPLETED,22.37
Card Payment,Current,2025-11-24 21:31:17,2025-11-25 17:16:52,Annabella,-20.00,0.00,RON,COMPLETED,2.37
Transfer,Current,2025-11-25 21:54:57,2025-11-25 21:54:58,Revolut Bank UAB Vilnius Sucursala București,28.00,0.00,RON,COMPLETED,30.37
Transfer,Current,2025-11-25 21:56:15,2025-11-25 21:56:15,Revolut Bank UAB Vilnius Sucursala București,28.00,0.00,RON,COMPLETED,58.37
Transfer,Current,2025-11-25 22:33:29,2025-11-25 22:33:30,Revolut Bank UAB Vilnius Sucursala București,28.00,0.00,RON,COMPLETED,86.37
Card Payment,Current,2025-11-26 00:02:06,2025-11-26 17:11:55,La Mia Musica Restaurant,-20.00,0.00,RON,COMPLETED,66.37
Card Payment,Current,2025-11-26 00:37:56,2025-11-26 17:11:58,La Mia Musica Restaurant,-20.00,0.00,RON,COMPLETED,46.37
Card Payment,Current,2025-11-26 01:24:24,2025-11-26 17:11:58,La Mia Musica Restaurant,-20.00,0.00,RON,COMPLETED,26.37
Transfer,Current,2025-11-27 16:44:05,2025-11-27 16:44:05,Revolut Bank UAB Vilnius Sucursala București,8.00,0.00,RON,COMPLETED,34.37
Transfer,Current,2025-11-28 11:16:55,2025-11-28 11:16:55,Revolut Bank UAB Vilnius Sucursala București,56.00,0.00,RON,COMPLETED,90.37
Card Payment,Current,2025-11-28 11:09:43,2025-11-29 07:24:19,Alecia StilFrutti,-4.50,0.00,RON,COMPLETED,85.87
Card Payment,Current,2025-11-28 11:13:34,2025-11-29 07:24:23,Alecia StilFrutti,-24.00,0.00,RON,COMPLETED,61.87
Card Payment,Current,2025-11-28 11:44:59,2025-11-29 07:24:39,Mega Image,-24.00,0.00,RON,COMPLETED,37.87
Topup,Current,2025-11-29 22:08:20,2025-11-29 22:08:21,Apple Pay top-up by *6660,100.00,0.00,RON,COMPLETED,137.87
Transfer,Current,2025-11-30 20:42:57,2025-11-30 20:42:58,Revolut Bank UAB Vilnius Sucursala București,9.00,0.00,RON,COMPLETED,146.87
Card Payment,Current,2025-11-30 21:40:08,2025-12-01 08:51:26,Mega Image,-6.39,0.00,RON,COMPLETED,140.48
Card Payment,Current,2025-11-30 17:15:46,2025-12-01 08:51:41,Mega Image,-5.29,0.00,RON,COMPLETED,135.19
Transfer,Current,2025-11-29 22:12:44,2025-12-01 22:04:54,International Transfer to Universitatea Nationala de Stiinte si Tehnologie Politehnica Bucuresti,-100.00,0.00,RON,COMPLETED,35.19
Transfer,Current,2025-12-02 19:27:55,2025-12-02 19:27:56,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,135.19
Card Payment,Current,2025-11-28 11:51:35,2025-12-03 05:10:37,Sky 24,-12.00,0.00,RON,COMPLETED,123.19
Card Payment,Current,2025-12-03 10:23:54,2025-12-04 07:23:35,Bufallo Top Star Srl,-5.00,0.00,RON,COMPLETED,118.19
Card Payment,Current,2025-12-03 13:32:42,2025-12-04 07:23:59,Nova prompt,-6.00,0.00,RON,COMPLETED,112.19
Card Payment,Current,2025-12-03 13:33:12,2025-12-04 07:24:00,Nova prompt,-3.50,0.00,RON,COMPLETED,108.69
Transfer,Current,2025-12-04 16:14:43,2025-12-04 16:14:44,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,208.69
Transfer,Current,2025-12-05 19:40:13,2025-12-05 19:40:13,Revolut Bank UAB Vilnius Sucursala București,200.00,0.00,RON,COMPLETED,408.69
Card Payment,Current,2025-12-05 22:19:40,2025-12-06 07:10:38,Mega Image,-110.77,0.00,RON,COMPLETED,297.92
Card Payment,Current,2025-12-05 16:31:30,2025-12-06 07:18:17,MOL,-23.99,0.00,RON,COMPLETED,273.93
Card Payment,Current,2025-12-05 18:35:43,2025-12-06 14:29:46,Fast Vending Solution,-4.00,0.00,RON,COMPLETED,269.93
Card Payment,Current,2025-12-05 16:01:31,2025-12-06 14:29:47,Fast Vending Solution,-4.00,0.00,RON,COMPLETED,265.93
Transfer,Current,2025-12-07 00:30:47,2025-12-07 00:30:48,Revolut Bank UAB Vilnius Sucursala București,24.00,0.00,RON,COMPLETED,289.93
Card Payment,Current,2025-12-05 23:06:35,2025-12-07 06:52:28,Spalatorie Auto Alexander,-13.32,0.00,RON,COMPLETED,276.61
Card Payment,Current,2025-12-07 00:31:08,2025-12-07 06:58:46,MOL,-56.47,0.00,RON,COMPLETED,220.14
Card Payment,Current,2025-12-06 22:56:47,2025-12-07 11:20:54,Gigi Burger,-60.00,0.00,RON,COMPLETED,160.14
Card Payment,Current,2025-12-06 00:11:31,2025-12-07 11:22:51,OMV,-40.99,0.00,RON,COMPLETED,119.15
Card Payment,Current,2025-12-06 15:40:46,2025-12-07 18:02:50,Profi,-24.00,0.00,RON,COMPLETED,95.15
Card Payment,Current,2025-12-08 21:05:15,,Bolt,-10.00,0.00,RON,REVERTED,
Card Payment,Current,2025-12-08 15:25:49,2025-12-09 05:17:16,Trading M2b,-7.00,0.00,RON,COMPLETED,88.15
Card Payment,Current,2025-12-08 21:17:09,2025-12-09 05:19:49,Bolt,-14.74,0.00,RON,COMPLETED,73.41
Card Payment,Current,2025-12-08 12:19:34,2025-12-09 07:27:13,Simigeria Matei,-7.99,0.00,RON,COMPLETED,65.42
Card Payment,Current,2025-12-09 09:10:52,,Fast Vending Solution,-4.00,0.00,RON,REVERTED,
Card Payment,Current,2025-12-08 08:16:12,2025-12-09 11:00:36,Fast Vending Solution,-4.00,0.00,RON,COMPLETED,61.42
Transfer,Current,2025-12-10 07:23:29,2025-12-10 07:23:30,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,161.42
Transfer,Current,2025-12-10 10:50:01,2025-12-10 10:50:01,Revolut Bank UAB Vilnius Sucursala București,-4.00,0.00,RON,COMPLETED,157.42
Card Payment,Current,2025-12-09 09:11:22,2025-12-10 11:18:07,Fast Vending Solution,-4.00,0.00,RON,COMPLETED,153.42
Card Payment,Current,2025-12-10 15:59:22,,Nova prompt,-6.50,0.00,RON,REVERTED,
Transfer,Current,2025-12-10 16:29:45,2025-12-10 16:29:45,Revolut Bank UAB Vilnius Sucursala București,-40.00,0.00,RON,COMPLETED,113.42
Topup,Current,2025-12-10 22:14:11,2025-12-10 22:14:13,Apple Pay top-up by *6660,319.00,0.00,RON,COMPLETED,432.42
Transfer,Current,2025-12-10 22:19:07,2025-12-10 22:19:08,Revolut Bank UAB Vilnius Sucursala București,16.00,0.00,RON,COMPLETED,448.42
Transfer,Current,2025-12-10 22:19:12,2025-12-10 22:19:13,Revolut Bank UAB Vilnius Sucursala București,4.00,0.00,RON,COMPLETED,452.42
Card Payment,Current,2025-12-10 16:03:38,2025-12-11 04:37:04,Trei Amigos Together Srl,-15.00,0.00,RON,COMPLETED,437.42
Card Payment,Current,2025-12-10 15:59:42,2025-12-11 07:31:32,Nova prompt,-6.50,0.00,RON,COMPLETED,430.92
Card Payment,Current,2025-12-10 22:31:49,2025-12-11 18:14:52,eMAG,-422.72,0.00,RON,COMPLETED,8.20
Card Payment,Current,2025-12-11 17:49:18,2025-12-12 07:37:24,Simigeria Matei,-6.99,0.00,RON,COMPLETED,1.21
Topup,Current,2025-12-12 13:07:50,2025-12-12 13:07:51,Apple Pay top-up by *6660,130.00,0.00,RON,COMPLETED,131.21
Transfer,Current,2025-12-12 13:08:07,2025-12-12 13:08:07,Revolut Bank UAB Vilnius Sucursala București,-51.00,0.00,RON,COMPLETED,80.21
Card Payment,Current,2025-12-12 22:10:31,2025-12-13 04:55:26,Froo,-48.00,0.00,RON,COMPLETED,32.21
Transfer,Current,2025-12-13 12:22:09,2025-12-13 12:22:10,Revolut Bank UAB Vilnius Sucursala București,-3.00,0.00,RON,COMPLETED,29.21
Card Payment,Current,2025-12-13 14:09:39,2025-12-14 07:33:21,Nova prompt,-6.50,0.00,RON,COMPLETED,22.71
Transfer,Current,2025-12-15 17:17:39,2025-12-15 17:17:39,Revolut Bank UAB Vilnius Sucursala București,34.00,0.00,RON,COMPLETED,56.71
Transfer,Current,2025-12-15 19:53:28,2025-12-15 19:53:29,Revolut Bank UAB Vilnius Sucursala București,-2.20,0.00,RON,COMPLETED,54.51
Topup,Current,2025-12-15 22:17:30,2025-12-15 22:17:31,Apple Pay top-up by *6660,575.00,0.00,RON,COMPLETED,629.51
Transfer,Current,2025-12-15 22:17:43,2025-12-15 22:17:43,Revolut Bank UAB Vilnius Sucursala București,-575.00,0.00,RON,COMPLETED,54.51
Card Payment,Current,2025-12-15 16:21:05,2025-12-16 07:37:15,Ned 2000 Com Impex Srl,-10.00,0.00,RON,COMPLETED,44.51
Card Payment,Current,2025-12-15 15:48:05,2025-12-16 16:58:14,Latte Coffee To Go,-6.00,0.00,RON,COMPLETED,38.51
Transfer,Current,2025-12-17 23:37:01,2025-12-17 23:37:02,Revolut Bank UAB Vilnius Sucursala București,-32.50,0.00,RON,COMPLETED,6.01
Topup,Current,2025-12-20 14:59:40,2025-12-20 14:59:42,Apple Pay top-up by *6405,100.00,0.00,RON,COMPLETED,106.01
Transfer,Current,2025-12-20 14:59:56,2025-12-20 14:59:57,Revolut Bank UAB Vilnius Sucursala București,-50.00,0.00,RON,COMPLETED,56.01
Transfer,Current,2025-12-21 03:40:31,2025-12-21 03:40:31,Revolut Bank UAB Vilnius Sucursala București,-16.00,0.00,RON,COMPLETED,40.01
Card Payment,Current,2025-12-20 16:56:07,2025-12-21 07:37:59,MOL,-23.99,0.00,RON,COMPLETED,16.02
Transfer,Current,2025-12-21 13:24:27,2025-12-21 13:24:27,Revolut Bank UAB Vilnius Sucursala București,15.00,0.00,RON,COMPLETED,31.02
Card Payment,Current,2025-12-21 05:21:16,2025-12-21 19:00:33,Alex Fresh Food,-6.00,0.00,RON,COMPLETED,25.02
Transfer,Current,2025-12-22 22:32:31,2025-12-22 22:32:31,Revolut Bank UAB Vilnius Sucursala București,200.00,0.00,RON,COMPLETED,225.02
Transfer,Current,2025-12-23 11:41:18,2025-12-23 11:41:19,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,325.02
Transfer,Current,2025-12-23 15:43:30,2025-12-23 15:43:30,Revolut Bank UAB Vilnius Sucursala București,6.55,0.00,RON,COMPLETED,331.57
Transfer,Current,2025-12-24 01:30:54,2025-12-24 01:30:54,Revolut Bank UAB Vilnius Sucursala București,-28.00,0.00,RON,COMPLETED,303.57
Card Payment,Current,2025-12-23 23:16:52,2025-12-24 07:49:13,La Papa Hap,-26.00,0.00,RON,COMPLETED,277.57
Card Payment,Current,2025-12-23 15:42:47,2025-12-24 07:50:51,Carrefour,-6.55,0.00,RON,COMPLETED,271.02
Card Payment,Current,2025-12-23 23:52:11,2025-12-24 19:00:17,Eventbook,-30.00,0.00,RON,COMPLETED,241.02
Card Payment,Current,2025-12-24 02:04:01,2025-12-25 07:29:41,Socului kebap,-41.00,0.00,RON,COMPLETED,200.02
Card Payment,Current,2025-12-24 15:05:59,2025-12-25 15:29:24,Jumbo,-47.43,0.00,RON,COMPLETED,152.59
Card Payment,Current,2025-12-24 13:47:34,2025-12-25 15:29:24,Nala Iris Titan,-100.70,0.00,RON,COMPLETED,51.89
Transfer,Current,2025-12-26 02:40:39,2025-12-26 02:40:39,Revolut Bank UAB Vilnius Sucursala București,-50.00,0.00,RON,COMPLETED,1.89
Transfer,Current,2025-12-29 23:16:17,2025-12-29 23:16:17,Revolut Bank UAB Vilnius Sucursala București,38.00,0.00,RON,COMPLETED,39.89
Transfer,Current,2025-12-30 11:18:23,2025-12-30 11:18:23,Revolut Bank UAB Vilnius Sucursala București,100.00,0.00,RON,COMPLETED,139.89
